確定病名,發病日,縣市,鄉鎮,性別,是否為境外移入,年齡層,確定病例數
嚴重特殊傳染性肺炎,2021/05/25,新北市,板橋區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,淡水區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,新店區,F,否,50-54,4
嚴重特殊傳染性肺炎,2021/05/25,新北市,三峽區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,中和區,F,否,55-59,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,新莊區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,永和區,F,否,5-9,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,林口區,F,否,5-9,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,蘆洲區,F,否,5-9,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,三重區,F,否,60-64,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,三峽區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,土城區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,中和區,F,否,60-64,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,石碇區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,汐止區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,林口區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,板橋區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,淡水區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,新莊區,F,否,60-64,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,三重區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,中和區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,永和區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,林口區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,板橋區,F,否,65-69,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,淡水區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,新莊區,F,否,65-69,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,鶯歌區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,三重區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,中和區,F,否,70+,6
嚴重特殊傳染性肺炎,2021/05/25,新北市,五股區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,永和區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,汐止區,F,否,70+,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,淡水區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,新莊區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,五股區,M,否,0,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,永和區,M,否,10-14,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,板橋區,M,否,10-14,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,樹林區,M,否,10-14,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,蘆洲區,M,否,10-14,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,中和區,M,否,15-19,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,中和區,M,否,20-24,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,永和區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,林口區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,新店區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,新莊區,M,否,20-24,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,樹林區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,土城區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,中和區,M,否,25-29,3
嚴重特殊傳染性肺炎,2021/05/25,新北市,林口區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,泰山區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,新店區,M,否,25-29,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,蘆洲區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,淡水區,M,否,3,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,三重區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,土城區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,汐止區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,板橋區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,新店區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,新莊區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,土城區,M,否,35-39,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,中和區,M,否,35-39,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,汐止區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,板橋區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,新店區,M,否,4,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,新莊區,M,否,4,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,三重區,M,否,40-44,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,三峽區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,土城區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,五股區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,板橋區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,新莊區,M,否,40-44,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,鶯歌區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,三重區,M,否,45-49,3
嚴重特殊傳染性肺炎,2021/05/25,新北市,中和區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,永和區,M,否,45-49,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,汐止區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,板橋區,M,否,45-49,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,新店區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,樹林區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,蘆洲區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,三重區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,土城區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,中和區,M,否,50-54,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,五股區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,永和區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,汐止區,M,否,50-54,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,林口區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,板橋區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,淡水區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,新店區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,新莊區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,樹林區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,蘆洲區,M,否,50-54,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,三峽區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,土城區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,永和區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,汐止區,M,否,55-59,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,板橋區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,新莊區,M,否,55-59,3
嚴重特殊傳染性肺炎,2021/05/25,新北市,蘆洲區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,中和區,M,否,5-9,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,板橋區,M,否,5-9,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,淡水區,M,否,5-9,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,三重區,M,否,60-64,4
嚴重特殊傳染性肺炎,2021/05/25,新北市,三峽區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,中和區,M,否,60-64,5
嚴重特殊傳染性肺炎,2021/05/25,新北市,石碇區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,汐止區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,林口區,M,否,60-64,3
嚴重特殊傳染性肺炎,2021/05/25,新北市,板橋區,M,否,60-64,4
嚴重特殊傳染性肺炎,2021/05/25,新北市,淡水區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,新店區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,樹林區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,中和區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,永和區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,汐止區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,板橋區,M,否,65-69,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,新店區,M,否,65-69,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,新莊區,M,否,65-69,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,樹林區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,三重區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/25,新北市,中和區,M,否,70+,4
嚴重特殊傳染性肺炎,2021/05/25,新北市,永和區,M,否,70+,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,板橋區,M,否,70+,2
嚴重特殊傳染性肺炎,2021/05/25,新北市,新莊區,M,否,70+,4
嚴重特殊傳染性肺炎,2021/05/25,新北市,蘆洲區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/25,新竹市,東區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/25,新竹縣,竹北市,F,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/25,新竹縣,竹北市,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/25,新竹縣,竹北市,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/25,新竹縣,竹北市,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/25,嘉義市,西區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/25,嘉義市,西區,M,否,15-19,1
嚴重特殊傳染性肺炎,2021/05/25,嘉義縣,大林鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/25,彰化縣,員林市,F,否,15-19,1
嚴重特殊傳染性肺炎,2021/05/25,彰化縣,溪湖鎮,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/25,彰化縣,埔心鄉,F,否,65-69,2
嚴重特殊傳染性肺炎,2021/05/25,彰化縣,田中鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/25,彰化縣,溪湖鎮,M,否,0,1
嚴重特殊傳染性肺炎,2021/05/25,彰化縣,竹塘鄉,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/25,彰化縣,埔心鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/26,台中市,潭子區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/26,台中市,西區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/26,台中市,北屯區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/26,台中市,西屯區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/26,台中市,潭子區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/26,台中市,潭子區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/26,台中市,太平區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/26,台中市,太平區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/26,台中市,東區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/26,台中市,北屯區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/26,台中市,北屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,台中市,潭子區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,台中市,龍井區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,台中市,北屯區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/26,台中市,潭子區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/26,台中市,北屯區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/26,台中市,潭子區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/26,台中市,豐原區,M,否,5-9,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,中山區,F,否,1,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,F,否,10-14,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,F,否,15-19,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,中正區,F,否,2,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,大安區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,中正區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,士林區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,中正區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,松山區,F,否,25-29,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,松山區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,信義區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,南港區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,士林區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,大同區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,F,否,35-39,3
嚴重特殊傳染性肺炎,2021/05/26,台北市,士林區,F,否,40-44,3
嚴重特殊傳染性肺炎,2021/05/26,台北市,中山區,F,否,40-44,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,中正區,F,否,40-44,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,F,否,40-44,5
嚴重特殊傳染性肺炎,2021/05/26,台北市,大同區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,大安區,F,否,45-49,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,中正區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,士林區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,中山區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,內湖區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,文山區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,F,否,50-54,3
嚴重特殊傳染性肺炎,2021/05/26,台北市,士林區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,大同區,F,否,55-59,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,中山區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,文山區,F,否,55-59,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,北投區,F,否,55-59,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,松山區,F,否,55-59,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,F,否,55-59,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,F,否,5-9,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,大同區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,中山區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,中正區,F,否,60-64,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,北投區,F,否,60-64,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,F,否,60-64,5
嚴重特殊傳染性肺炎,2021/05/26,台北市,大同區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,大安區,F,否,65-69,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,中山區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,松山區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,信義區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,大同區,F,否,70+,3
嚴重特殊傳染性肺炎,2021/05/26,台北市,大安區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,中山區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,內湖區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,文山區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,北投區,F,否,70+,3
嚴重特殊傳染性肺炎,2021/05/26,台北市,松山區,F,否,70+,3
嚴重特殊傳染性肺炎,2021/05/26,台北市,信義區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,南港區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,M,否,10-14,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,中山區,M,否,15-19,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,信義區,M,否,15-19,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,士林區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,信義區,M,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,M,否,20-24,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,士林區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,大安區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,松山區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,中山區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,內湖區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,松山區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,M,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,大安區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,中山區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,中正區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,文山區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,信義區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,M,否,35-39,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,中正區,M,否,40-44,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,文山區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,北投區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,松山區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,信義區,M,否,40-44,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,M,否,40-44,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,信義區,M,否,45-49,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,M,否,45-49,5
嚴重特殊傳染性肺炎,2021/05/26,台北市,士林區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,北投區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,松山區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,信義區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,M,否,50-54,3
嚴重特殊傳染性肺炎,2021/05/26,台北市,士林區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,大同區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,中山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,內湖區,M,否,55-59,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,文山區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,M,否,55-59,6
嚴重特殊傳染性肺炎,2021/05/26,台北市,士林區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,大安區,M,否,60-64,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,內湖區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,文山區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,北投區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,信義區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,M,否,60-64,4
嚴重特殊傳染性肺炎,2021/05/26,台北市,中正區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,內湖區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,信義區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,南港區,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,M,否,65-69,3
嚴重特殊傳染性肺炎,2021/05/26,台北市,士林區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,大同區,M,否,70+,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,大安區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,台北市,中正區,M,否,70+,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,文山區,M,否,70+,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,信義區,M,否,70+,2
嚴重特殊傳染性肺炎,2021/05/26,台北市,萬華區,M,否,70+,5
嚴重特殊傳染性肺炎,2021/05/26,台南市,白河區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/26,台南市,西港區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/26,宜蘭縣,礁溪鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,空值,空值,M,是,20-24,1
嚴重特殊傳染性肺炎,2021/05/26,花蓮縣,花蓮市,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/26,花蓮縣,吉安鄉,F,否,45-49,2
嚴重特殊傳染性肺炎,2021/05/26,花蓮縣,花蓮市,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/26,花蓮縣,花蓮市,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,花蓮縣,吉安鄉,M,否,2,1
嚴重特殊傳染性肺炎,2021/05/26,花蓮縣,花蓮市,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/26,花蓮縣,吉安鄉,M,否,3,1
嚴重特殊傳染性肺炎,2021/05/26,花蓮縣,花蓮市,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/26,花蓮縣,花蓮市,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/26,花蓮縣,吉安鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/26,花蓮縣,花蓮市,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,南投縣,埔里鎮,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/26,南投縣,草屯鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/26,苗栗縣,竹南鎮,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/26,苗栗縣,竹南鎮,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/26,苗栗縣,頭份市,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,八德區,F,否,10-14,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,大園區,F,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,大溪區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,桃園區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,桃園區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,中壢區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,桃園區,F,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,楊梅區,F,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,桃園區,F,否,65-69,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,觀音區,M,否,15-19,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,龜山區,M,否,25-29,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,龜山區,M,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,桃園區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,中壢區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,桃園區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,中壢區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,觀音區,M,否,55-59,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,楊梅區,M,否,60-64,1
嚴重特殊傳染性肺炎,2021/05/26,桃園市,龜山區,M,否,65-69,2
嚴重特殊傳染性肺炎,2021/05/26,桃園市,桃園區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,高雄市,鳳山區,F,否,15-19,1
嚴重特殊傳染性肺炎,2021/05/26,高雄市,鳳山區,F,否,30-34,1
嚴重特殊傳染性肺炎,2021/05/26,高雄市,三民區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/26,高雄市,鳳山區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,高雄市,鳳山區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/26,高雄市,鳳山區,M,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,基隆市,暖暖區,F,否,10-14,1
嚴重特殊傳染性肺炎,2021/05/26,基隆市,信義區,F,否,20-24,1
嚴重特殊傳染性肺炎,2021/05/26,基隆市,仁愛區,F,否,35-39,1
嚴重特殊傳染性肺炎,2021/05/26,基隆市,暖暖區,F,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/26,基隆市,七堵區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/26,基隆市,信義區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/26,基隆市,暖暖區,F,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/26,基隆市,仁愛區,F,否,50-54,2
嚴重特殊傳染性肺炎,2021/05/26,基隆市,安樂區,F,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/26,基隆市,中山區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,基隆市,安樂區,F,否,70+,1
嚴重特殊傳染性肺炎,2021/05/26,基隆市,暖暖區,M,否,10-14,1
嚴重特殊傳染性肺炎,2021/05/26,基隆市,信義區,M,否,40-44,1
嚴重特殊傳染性肺炎,2021/05/26,基隆市,暖暖區,M,否,45-49,1
嚴重特殊傳染性肺炎,2021/05/26,基隆市,信義區,M,否,50-54,1
嚴重特殊傳染性肺炎,2021/05/26,基隆市,七堵區,M,否,60-64,1
